FID,Shape,author,year,family,genus,species,bodymass_g_pantheria,Dmin,D,Log10 D,Dmax,SE,Coeficient of variation,dispersion,detection_method,new_detection_method,analitical_method,new_analitical_method,method,place,environment,new_environment,Lat,Long,sampling_effort,effort_unit,season,link,doi,country,state_province,annual_precipitation,Altitude
269,Point,Oliveira et al,2022,Cervidae,Mazama,bororo,24166.6,NA,0.922995,-0.034800652,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Parque Nacional Serra do Itajaí,Atlantic forest,Dense Forest,-27.03316,-49,6692,m,winter,personal data,NA,Brazil,Santa Catarina,1670,572
270,Point,Oliveira et al,2022,Cervidae,Mazama,nana,16499.85,NA,0.605252,-0.218063767,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Parque Estadual do Turvo,Atlantic forest,Dense Forest,-27.139879,-54,1164,m,autumn,personal data,NA,Brazil,Rio Grande do Sul,1850,207
271,Point,Oliveira et al,2022,Cervidae,Mazama,americana,20546.86,NA,3.026259,0.480906094,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Parque Estadual do Turvo,Atlantic forest,Dense Forest,-27.205935,-54,1164,m,autumn,personal data,NA,Brazil,Rio Grande do Sul,1870,415
272,Point,Oliveira et al,2022,Cervidae,Mazama,bororo,24166.6,NA,0.907245,-0.042275417,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Parque Estadual da Serra do Tabuleiro,Atlantic forest,Dense Forest,-27.87994,-49,7377,m,autumn,personal data,NA,Brazil,Santa Catarina,1562,157
273,Point,Zamboni et al,2015,Cervidae,Ozotocerus,bezoarticus,34620.4,0.65,1.17,0.068185862,1.69,0.52,0.444444444,SE,sighting,sighting,distance,Distance,sighting_Distance,Aguapey River,forest,Field/Desert,-28.067252,-57,1278,km2,year_long,"How many are there? Multiple-covariate distance sampling for monitoring pampas deer in Corrientes, Argentina (bioone.org)",NA,Argentina,Corrientes,1544,78
274,Point,Gómez,2017,Cervidae,Ozotocerus,bezoarticus,34620.4,5.8,9.5,0.977723605,15.4,5.9,0.621052632,CI,sighting,sighting,distance,Distance,sighting_Distance,Reserva Natural Iberá - Isla de San Alonso,pampa,Field/Desert,-28.304839,-57,12.509,km2,winter_spring,Comparación de métodos para estimar el tamaño poblacional del venado de las pampas (Ozotoceros bezoarticus) (una.ac.cr),NA,Argentina,Corrientes,1425,48
275,Point,Gómez,2017,Cervidae,Ozotocerus,bezoarticus,34620.4,0.1,2.7,0.431363764,64.8,62.1,23,CI,sighting,sighting,distance,Distance,sighting_Distance,Reserva Natural Iberá - Isla de San Alonso,pampa,Field/Desert,-28.304839,-57,12.509,km2,winter_spring,Comparación de métodos para estimar el tamaño poblacional del venado de las pampas (Ozotoceros bezoarticus) (una.ac.cr),NA,Argentina,Corrientes,1425,48
276,Point,Oliveira et al,2022,Cervidae,Subulo,gouazoubira,16633.17,NA,0.970755,-0.012890364,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Reserva Biológica do Ibuicuí Mirim,Atlantic forest,Dense Forest,-29.542407,-54,2009,m,spring,personal data,NA,Brazil,Rio Grande do Sul,1684,317
277,Point,Periago & Leynaud,2009,Cervidae,Subulo,gouazoubira,16633.17,NA,4.41,0.64443859,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Chancaní Reserve,Chaco,Wetland,-30.36,-65,0.042,km2,summer,NA,NA,Argentina,Córdoba,546,187
278,Point,Periago & Leynaud,2009,Cervidae,Subulo,gouazoubira,16633.17,NA,5.12,0.709269961,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Chancaní Reserve,Chaco,Wetland,-30.36,-65,0.042,km2,winter,NA,NA,Argentina,Córdoba,546,187
279,Point,Cosse & Gonzalez,2013,Cervidae,Ozotocerus,bezoarticus,34620.4,1.3,3.46,0.539076099,5.62,2.16,0.624277457,SD,sighting,sighting,Distance,Distance,sighting_Distance,Reserva de biosfera Bañados del Este,Swamps and Wetlands,Wetland,-33.825214,-54,80,km2,year_long,NA,10.1186/2193-1801-2-259,Uruguay,Department of Rocha,1245,17
280,Point,Cosse & Gonzalez,2013,Cervidae,Ozotocerus,bezoarticus,34620.4,10.02,11,1.041392685,11.98,0.98,0.089090909,SD,sighting,sighting,Distance,Distance,sighting_Distance,Reserva de biosfera Bañados del Este,Swamps and Wetlands (paddock),Wetland,-33.825214,-54,80,km2,year_long,NA,10.1186/2193-1801-2-259,Uruguay,Department of Rocha,1245,17
281,Point,Merino et al,2011,Cervidae,Ozotocerus,bezoarticus,34620.4,1.7,1.95,0.290034611,2.2,0.25,0.128205128,SD,sighting,sighting,distance,Distance,sighting_Distance,Rancho El Centenario,chaco,Wetland,-34.154387,-66,380,km2,year_long,NA,https://doi.org/10.1016/j.jaridenv.2011.03.002,Argentina,San Luis,469,510
282,Point,Dellafiore et al,2003,Cervidae,Ozotocerus,bezoarticus,34620.4,NA,0.55,-0.259637311,NA,NA,NA,CI,sighting,sighting,census,Census,sighting_Census,General Pedernera Department,chaco,Wetland,-34.477312,-65,1520,km2,winter,"Redalyc.Distribution and abundance of the Pampas deer in San Luis Province, Argentina",NA,Argentina,San Luis,497,375
283,Point,Dellafiore et al,2003,Cervidae,Ozotocerus,bezoarticus,34620.4,NA,0.43,-0.366531544,NA,NA,NA,CI,sighting,sighting,census,Census,sighting_Census,General Pedernera Department,chaco,Wetland,-34.477312,-65,1520,km2,spring,"Redalyc.Distribution and abundance of the Pampas deer in San Luis Province, Argentina",NA,Argentina,San Luis,497,375
284,Point,Dellafiore et al,2003,Cervidae,Ozotocerus,bezoarticus,34620.4,NA,0.47,-0.327902142,NA,NA,NA,CI,sighting,sighting,census,Census,sighting_Census,General Pedernera Department,chaco,Wetland,-34.477312,-65,1520,km2,summer,"Redalyc.Distribution and abundance of the Pampas deer in San Luis Province, Argentina",NA,Argentina,San Luis,497,375
285,Point,Dellafiore et al,2003,Cervidae,Ozotocerus,bezoarticus,34620.4,NA,0.44,-0.356547324,NA,NA,NA,CI,sighting,sighting,census,Census,sighting_Census,General Pedernera Department,chaco,Wetland,-34.477312,-65,1870,km2,summer,"Redalyc.Distribution and abundance of the Pampas deer in San Luis Province, Argentina",NA,Argentina,San Luis,497,375
286,Point,Dellafiore et al,2003,Cervidae,Ozotocerus,bezoarticus,34620.4,NA,0.83,-0.080921908,NA,NA,NA,CI,sighting,sighting,distance,Distance,sighting_Distance,General Pedernera Department,chaco,Wetland,-34.477312,-65,1311,km2,winter,"Redalyc.Distribution and abundance of the Pampas deer in San Luis Province, Argentina",NA,Argentina,San Luis,497,375
287,Point,Dellafiore et al,2003,Cervidae,Ozotocerus,bezoarticus,34620.4,NA,0.72,-0.142667504,NA,NA,NA,CI,sighting,sighting,distance,Distance,sighting_Distance,General Pedernera Department,chaco,Wetland,-34.477312,-65,1311,km2,spring,"Redalyc.Distribution and abundance of the Pampas deer in San Luis Province, Argentina",NA,Argentina,San Luis,497,375
288,Point,Dellafiore et al,2003,Cervidae,Ozotocerus,bezoarticus,34620.4,NA,0.43,-0.366531544,NA,NA,NA,CI,sighting,sighting,distance,Distance,sighting_Distance,General Pedernera Department,chaco,Wetland,-34.477312,-65,2842,km2,summer,"Redalyc.Distribution and abundance of the Pampas deer in San Luis Province, Argentina",NA,Argentina,San Luis,497,375
289,Point,Carusi et al,2009,Cervidae,Ozotocerus,bezoarticus,34620.4,NA,1.56,0.193124598,NA,NA,NA,SD,sighting,sighting,Census,Census,sighting_Census,Reserva Natural Integral Bahia Samborombon,pampa,Field/Desert,-36.121406,-57,128,km2,autumn,"Relaciones espaciales y numéricas entre venados de las pampas (Ozotoceros bezoarticus celer) y chanchos cimarrones (Sus scrofa) en el Refugio de Vida Silvestre Bahía Samborombón, Argentina (scielo.org.ar)",NA,Argentina,Buenos aires,874,3
290,Point,Carusi et al,2009,Cervidae,Ozotocerus,bezoarticus,34620.4,NA,0.63,-0.200659451,NA,NA,NA,SD,sighting,sighting,Census,Census,sighting_Census,Reserva Natural Integral Bahia Samborombon,pampa,Field/Desert,-36.121406,-57,128,km2,spring,"Relaciones espaciales y numéricas entre venados de las pampas (Ozotoceros bezoarticus celer) y chanchos cimarrones (Sus scrofa) en el Refugio de Vida Silvestre Bahía Samborombón, Argentina (scielo.org.ar)",NA,Argentina,Buenos aires,874,3
291,Point,Smith-Flueck & Flueck,1997,Cervidae,Hippocamelus,bisulcus,69240.81,NA,1,0,NA,NA,NA,NA,sighting_faeces,Indirect method,Census,Census,Indirect method_Census,Cerro Ventisquero,Andes,Field/Desert,-41.603849,-72,11,km2,summer,194-Smith-Flueck.pdf (produccion-animal.com.ar),NA,Argentina,Rio Negro,1722,610
292,Point,Vila et al,2009,Cervidae,Hippocamelus,bisulcus,69240.81,NA,0.3,-0.522878745,NA,NA,NA,NA,faeces,Indirect method,FSC,Fecal pellets counts,Indirect method_Fecal pellets counts,Los Alerces National Park - Cerro Ricoso,Andes,Field/Desert,-42.760903,-72,46.05,km2,winter,NA,https://doi.org/10.2193/2008-062,Argentina,Chubut,950,1526
293,Point,Pedrana et al,2019,Camelidae,Lama,guanicoe,90000,2.7,2.97,0.472756449,4.27,1.3,0.437710438,CV,sighting,sighting,Distance,Distance,sighting_Distance,Chubut,Andes,Field/Desert,-43.677992,-69,221091,km2,spring_summer,NA,10.1071/WR18085,Argentina,Chubut province,164,914
294,Point,Smith-Flueck & Flueck,2001,Cervidae,Hippocamelus,bisulcus,69240.81,NA,1.5,0.176091259,NA,NA,NA,NA,faeces_sighting (dead animal),Indirect method,Census,Census,Indirect method_Census,Zona do Lago La Plata,Andes,Field/Desert,-44.969463,-72,634.7,km,summer,"Problemas de conservación para una concentración inusual de huemules (Hippocamelus bisulcus) en la zona del lago La Plata, provincia de Chubut (conicet.gov.ar)",NA,Argentina,Chubut,1021,1171
295,Point,Corti et al,2010,Cervidae,Hippocamelus,bisulcus,69240.81,1.08,1.41,0.149219113,1.74,0.33,0.234042553,SD,radio_collar,radio_collar,home range,Home range,radio_collar_Home range,Lago Cochrane National Reserve,Patagônia chilena,Open Forest,-47.199854,-73,69.25,km2,year_long,NA,10.1644/09-MAMM-A-047.1,Chile,Ayén,649,989
296,Point,Corti et al,2010,Cervidae,Hippocamelus,bisulcus,69240.81,1.68,2.01,0.303196057,2.34,0.33,0.164179105,SD,radio_collar,radio_collar,home range,Home range,radio_collar_Home range,Lago Cochrane National Reserve,Patagônia chilena,Open Forest,-47.199854,-73,69.25,km2,year_long,NA,10.1644/09-MAMM-A-047.1,Chile,Ayén,649,989
297,Point,Corti et al,2010,Cervidae,Hippocamelus,bisulcus,69240.81,1.63,1.96,0.292256071,2.29,0.33,0.168367347,SD,radio_collar,radio_collar,home range,Home range,radio_collar_Home range,Lago Cochrane National Reserve,Patagônia chilena,Open Forest,-47.199854,-73,69.25,km2,year_long,NA,10.1644/09-MAMM-A-047.1,Chile,Ayén,649,989
298,Point,Corti,2008,Cervidae,Hippocamelus,bisulcus,69240.81,1.6,1.79,0.252853031,1.98,0.19,0.106145251,SE,radio_collar,radio_collar,home range,Home range,radio_collar_Home range,Lago Cochrane National Reserve,Patagonia chilena,Open Forest,-47.192634,-73,69.25,km2,year_long,Item – Theses Canada,NA,Chile,Aisén,649,989
299,Point,Briceno et al,2013,Cervidae,Hippocamelus,bisulcus,69240.81,1.33,1.62,0.209515015,1.91,0.29,0.179012346,SE,sighting,sighting,Census,Census,sighting_Census,Bernardo O’Higgins National Park - Huemules,Patagônia chilena,Open Forest,-49.795253,-74,3.2,km2,year_long,NA,10.1017/S0030605312000014,Chile,Magallanes,4038,771
300,Point,Briceno et al,2013,Cervidae,Hippocamelus,bisulcus,69240.81,2.98,4.17,0.620136055,5.36,1.19,0.285371703,SE,sighting,sighting,Census,Census,sighting_Census,Bernardo O’Higgins National Park - Katraska,Patagônia chilena,Open Forest,-49.795253,-74,5,km2,year_long,NA,10.1017/S0030605312000014,Chile,Magallanes,4038,771
301,Point,Briceno et al,2013,Cervidae,Hippocamelus,bisulcus,69240.81,6.48,7.78,0.890979597,9.08,1.3,0.167095116,SE,sighting,sighting,Census,Census,sighting_Census,Bernardo O’Higgins National Park - Bernardo,Patagônia chilena,Open Forest,-49.795253,-74,13.5,km2,year_long,NA,10.1017/S0030605312000014,Chile,Magallanes,4038,771
302,Point,Garay et al,2016,Cervidae,Hippocamelus,bisulcus,69240.81,NA,0.65,-0.187086643,NA,NA,NA,NA,sighting,radio_collar,home range,Home range,radio_collar_Home range,Torres del Paine National Park,Patagônia chilena,Open Forest,-50.942191,-73,23,km2,year_long,https://analesdelinstitutodelapatagonia.cl/article/view/789,NA,Chile,Magallanes,1519,1646
303,Point,Garay et al,2016,Cervidae,Hippocamelus,bisulcus,69240.81,NA,1.29,0.11058971,NA,NA,NA,NA,sighting,radio_collar,home range,Home range,radio_collar_Home range,Torres del Paine National Park,Patagônia chilena,Open Forest,-50.942191,-73,23,km2,year_long,https://analesdelinstitutodelapatagonia.cl/article/view/790,NA,Chile,Magallanes,1519,1646
304,Point,Garay et al,2016,Cervidae,Hippocamelus,bisulcus,69240.81,NA,2.26,0.354108439,NA,NA,NA,NA,sighting,radio_collar,home range,Home range,radio_collar_Home range,Torres del Paine National Park,Patagônia chilena,Open Forest,-50.942191,-73,23,km2,year_long,https://analesdelinstitutodelapatagonia.cl/article/view/791,NA,Chile,Magallanes,1519,1646
305,Point,Medici,2010,Tapiridae,Tapirus,terrestris,169496.6,NA,0.34,-0.468521083,NA,NA,NA,NA,capture,radio_collar,Home range,Home range,radio_collar_Home range,Morro do Diabo State Park,Atlantic forest,Dense Forest,-22.0314195,-52.22673838,1140,km,year_long,NA,10.22024/UniKent/01.02.94523,Brazil,São Paulo,1051,317
306,Point,Medici,2010,Tapiridae,Tapirus,terrestris,169496.6,0.9,1.35,0.130333769,1.8,0.45,0.333333333,SE,sighting,sighting,distance,Distance,sighting_Distance,Morro do Diabo State Park,Atlantic forest,Dense Forest,-22.0314195,-52.22673838,1140,km,year_long,NA,10.22024/UniKent/01.02.94524,Brazil,São Paulo,1051,317
307,Point,Medici,2010,Tapiridae,Tapirus,terrestris,169496.6,NA,0.43,-0.366531544,NA,NA,NA,NA,radio_collar,radio_collar,home range,Home range,radio_collar_Home range,Morro do Diabo State Park,Atlantic forest,Dense Forest,-22.0314195,-52.22673838,1140,km,year_long,NA,10.22024/UniKent/01.02.94525,Brazil,São Paulo,1051,317
